Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient,Specific Location
2012,5,Ohio,,,,Restaurant,3,0.0,0.0,,,Sit-down dining
2011,5,Massachusetts,Norovirus Genogroup II,,Confirmed,Grocery,18,0.0,0.0,fruit salad; deli tray,,store
2012,5,New York,Norovirus Genogroup II,,Confirmed,Restaurant,15,0.0,0.0,,,Sit-down dining
2012,5,New York,Staphylococcus aureus; Bacillus cereus,,Confirmed; Suspected,Private,56,5.0,0.0,"rice, sticky",,home/residence; Religious facility
2012,4,Ohio,Norovirus Genogroup II,GII_1,Confirmed,Restaurant,5,0.0,0.0,"pizza, unspecified",,"""Fast-food""(drive up service or pay at counter)"
2012,5,Ohio,,,,Prison/jail,58,0.0,0.0,"tamale, unspecified",chicken,
2012,5,Connecticut,Salmonella enterica,Enteritidis,Confirmed,Long-term,20,3.0,1.0,eggs,,care/nursing home/assisted living facility
2012,5,Ohio,Salmonella enterica,Braenderup,Suspected,Unknown,2,0.0,0.0,,,
2011,12,Wyoming,,,,Banquet,20,0.0,0.0,,,Facility (food prepared and served on-site)
2012,5,Ohio,,,,Restaurant,5,0.0,0.0,,,Sit-down dining
2012,3,Pennsylvania,Bacillus cereus,,Suspected,Restaurant,14,0.0,0.0,leaf lettuce,,Sit-down dining
2012,4,Alaska,Other - Chemical/Toxin,,Confirmed,,4,0.0,0.0,,,
2012,1,California,Norovirus Genogroup II,,Confirmed,Restaurant,21,1.0,0.0,lettuce based salads,n/a,Sit-down dining
2012,4,West Virginia,,,,Restaurant,11,0.0,0.0,,,Sit-down dining
2012,5,Ohio,Clostridium perfringens,,Confirmed,Religious,70,0.0,0.0,"beef, brisket; soup, vegetable-based",,facility
2012,5,Illinois,Norovirus Genogroup II,GII_6,Confirmed,Restaurant,18,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,3,Illinois,,,,Banquet,4,0.0,0.0,,,Facility (food prepared and served on-site)
2012,3,Michigan,Clostridium perfringens,,Confirmed,Religious,200,0.0,0.0,pork and sauerkraut,pork,facility
2011,12,California,Norovirus unknown,,Suspected,Restaurant,17,0.0,0.0,"oysters, raw",,Sit-down dining; Private home/residence
2011,9,North Dakota,Norovirus Genogroup II,,Confirmed,Restaurant,6,1.0,0.0,,,Sit-down dining
2011,11,North Dakota,Clostridium perfringens,,Confirmed,Prison/jail,88,0.0,0.0,,,
2011,11,North Dakota,Clostridium perfringens,,Suspected,Banquet,23,0.0,0.0,,,Facility (food prepared and served on-site)
2012,5,Minnesota,Salmonella enterica,Newport,Confirmed,Private,6,2.0,0.0,,,home/residence
2012,5,Minnesota,Campylobacter jejuni,,Confirmed,Other,7,0.0,0.0,"milk, whole milk unpasteurized","milk, whole milk unpasteurized",
2012,3,Michigan,,,,Restaurant,7,0.0,0.0,"salad, unspecified; sandwich, unspecified",lettuce; lettuce,Sit-down dining
2012,4,Michigan,Norovirus Genogroup II,GII_1,Confirmed,Restaurant,5,0.0,0.0,,,Sit-down dining
2012,5,New York,Salmonella enterica,Javiana,Confirmed,Other,7,5.0,0.0,mixed fruit,"fruit, unspecified",
2012,5,Illinois,,,,Caterer,13,0.0,0.0,,,(food prepared off-site from where served)
2012,5,Ohio,Campylobacter jejuni,,Confirmed,Private,15,1.0,0.0,"ground beef, hamburger; tea; dessert, strawberry",,home/residence
2012,5,Rhode Island,,,,Restaurant,2,0.0,0.0,,,Sit-down dining
2012,4,Massachusetts,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,1.0,1.0,,,
2012,5,Ohio,,,,Restaurant,8,0.0,0.0,,,Sit-down dining
2012,4,North Dakota,,,,Banquet,14,0.0,0.0,,,Facility (food prepared and served on-site)
2012,6,Illinois,Norovirus Genogroup I,GI_6,Confirmed,Caterer,18,0.0,0.0,,,(food prepared off-site from where served)
2012,5,Maryland,Norovirus Genogroup I,,Confirmed,Private,8,0.0,0.0,,,home/residence; Grocery store
2012,5,Rhode Island,,,,Restaurant,2,1.0,0.0,,,Sit-down dining
2012,4,Maryland,Salmonella enterica,Enteritidis,Confirmed,Restaurant,4,0.0,0.0,crab cakes,egg,Sit-down dining
2012,4,South Carolina,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,10,3.0,0.0,,,
2012,5,Connecticut,Norovirus Genogroup I,,Confirmed,Other,13,0.0,0.0,,,
2012,5,Virginia,Salmonella enterica,Montevideo,Confirmed,Restaurant,2,1.0,0.0,,,"""Fast-food""(drive up service or pay at counter); Restaurant Sit-down dining"
2012,5,South Carolina,Bacillus cereus,,Confirmed,Restaurant,10,0.0,0.0,"rice, white","rice, white",Sit-down dining
2012,4,Washington,Other - Bacterium,,Suspected,Restaurant,2,0.0,0.0,chicken and rice,,Sit-down dining
2012,4,Maryland,Campylobacter jejuni,,Confirmed,Restaurant,11,2.0,0.0,"pate, chicken liver","liver, chicken",Sit-down dining
2012,5,South Carolina,Clostridium perfringens,,Confirmed,Caterer,17,0.0,0.0,"pork, bbq",pork,(food prepared off-site from where served)
2012,6,Illinois,Norovirus Genogroup I,GI_6,Confirmed,Restaurant,7,0.0,0.0,,,Sit-down dining
2012,3,Pennsylvania,Norovirus,,Confirmed,Restaurant,25,0.0,0.0,,,other or unknown type
2012,6,New York,Norovirus Genogroup I,,Confirmed,Restaurant,15,0.0,0.0,"rice, fried rice",,Sit-down dining
2012,2,Arizona,Norovirus Genogroup II,,Confirmed,Restaurant,5,0.0,0.0,,,Sit-down dining
2012,5,Florida,Norovirus,,Suspected,Restaurant,5,0.0,0.0,"romaine lettuce, unspecified",leaf lettuce,Sit-down dining
2012,5,Florida,Norovirus Genogroup II,,Suspected,Banquet,60,0.0,0.0,buffet,buffet,Facility (food prepared and served on-site)
2012,3,Michigan,,,,Restaurant,5,0.0,0.0,,,Sit-down dining
2012,5,Hawaii,Norovirus Genogroup II,,Confirmed,Restaurant,6,0.0,0.0,"sandwich, turkey; sandwich, ham",,"""Fast-food""(drive up service or pay at counter)"
2012,6,Rhode Island,Scombroid toxin,,Confirmed,Other,4,0.0,0.0,tuna steak,,
2012,4,Michigan,Clostridium perfringens,,Confirmed,Prison/jail,108,0.0,0.0,"cheese/rice; beans, unspecified; taco meat",,
2012,6,Illinois,Salmonella enterica,Utah,Suspected,Private,8,2.0,0.0,chicken; lettuce based salads,,home/residence
2010,1,Multistate,Salmonella enterica,Paratyphi B,Confirmed,,51,,,"fish, ahi",,
2012,1,California,Salmonella enterica,Typhimurium,Confirmed,Restaurant,15,2.0,0.0,,,Sit-down dining
2012,3,Arizona,Norovirus Genogroup II,,Confirmed,Prison/jail,189,0.0,0.0,,,
2012,5,Texas,,,,,13,,0.0,"chicken, grilled",,
2012,5,Colorado,Norovirus unknown,,Suspected,Restaurant,33,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,6,New York,,,,Grocery,10,0.0,0.0,,,store
2012,6,New York,Norovirus Genogroup II,,Confirmed,Caterer,9,0.0,0.0,,,(food prepared off-site from where served)
2012,4,Missouri,,,,Caterer,24,0.0,0.0,"chili white chicken; salsa, unspecified",,(food prepared off-site from where served)
2011,12,California,,,,Restaurant,4,0.0,0.0,,,Sit-down dining
2012,1,California,,,,Restaurant,9,0.0,0.0,,,Sit-down dining
2012,6,Ohio,Norovirus Genogroup II,GII_1,Confirmed,Restaurant,14,1.0,0.0,,,Sit-down dining; Private home/residence
2012,6,Iowa,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Private,17,5.0,0.0,"pork, carnitas",,home/residence
2012,5,Georgia,Salmonella enterica,Enteritidis,Confirmed,Private,20,2.0,0.0,,,home/residence
2012,6,Wyoming,Norovirus Genogroup I,GI_6,Confirmed,,18,1.0,0.0,,,
2012,4,Oregon,Norovirus,,Suspected,Banquet,14,0.0,0.0,,,Facility (food prepared and served on-site)
2012,6,Oregon,Clostridium botulinum,,Confirmed,Private,3,3.0,1.0,home canned beets,beets,home/residence
2012,6,Iowa,Campylobacter unknown,,Confirmed,Other,5,0.0,0.0,"milk, whole milk unpasteurized",,
2011,7,Multistate,Listeria monocytogenes,,Confirmed,Private,147,143.0,33.0,cantaloupe,cantaloupe,home/residence
2012,4,Alaska,Salmonella enterica,Enteritidis,Confirmed,,2,0.0,0.0,,,
2012,2,Arizona,Norovirus Genogroup II,,Confirmed,Caterer,56,0.0,0.0,,,(food prepared off-site from where served)
2012,6,Rhode Island,,,,Restaurant,5,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2010,9,Multistate,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O157:H7; O157:NM (H-),Confirmed; Confirmed,Restaurant,8,,,"multiple cheeses, unpasteurized",,Sit-down dining; Banquet Facility (food prepared and served on-site); Grocery store; Other
2012,5,Massachusetts,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,6,2.0,0.0,,,
2012,4,Louisiana,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,,5,3.0,1.0,ground beef; lettuce; sprouts,,
2012,5,South Carolina,Salmonella enterica,Enteritidis,Confirmed,,19,2.0,0.0,,,
2012,6,Connecticut,Salmonella enterica; Salmonella enterica,"Typhimurium; I 4,[5],12:i:-",Confirmed; Confirmed,Private,3,0.0,0.0,,,home/residence
2012,6,Minnesota,Norovirus Genogroup I,,Suspected,Private,8,0.0,0.0,,,home/residence
2012,6,Ohio,,,,Restaurant,10,0.0,0.0,,,Sit-down dining
2012,5,Kansas,Salmonella enterica,Enteritidis,Confirmed,,14,2.0,0.0,,,
2010,10,Idaho,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private,3,3.0,0.0,"beef(fresly killed cow), raw and/or undercooked",,home/residence
2012,5,Florida,,,,Restaurant,2,0.0,0.0,,,Sit-down dining
2012,3,Washington,Histamine,,Confirmed,Restaurant,2,0.0,0.0,tuna steak,,Sit-down dining
2012,6,Washington,Other - Chemical/Toxin,,Suspected,Restaurant,3,0.0,0.0,duck,,other or unknown type
2012,2,North Carolina,Salmonella enterica,Paratyphi B,Confirmed,Other,89,8.0,0.0,"tempeh, unpasteurized",,
2012,6,Michigan,,,,Restaurant,3,0.0,0.0,"chicken, sweet and sour","chicken; juice; pineapple juice; salt; sugar, white",Sit-down dining
2012,1,North Carolina,Norovirus,,Confirmed,,131,0.0,0.0,,,
2012,3,North Carolina,,,,,9,0.0,0.0,,,
2012,1,North Carolina,Salmonella enterica,Enteritidis,Confirmed,,12,0.0,0.0,,,
2012,3,North Carolina,Salmonella enterica,Enteritidis,Confirmed,,33,0.0,0.0,,,
2012,4,North Carolina,Norovirus,,Confirmed,,81,3.0,1.0,,,
2011,2,Maryland,Norovirus Genogroup II; Norovirus Genogroup II; Norovirus Genogroup II,GII_7; ,Confirmed; Confirmed; Confirmed,Caterer,72,0.0,0.0,"cocktail sauce, unspecified",,(food prepared off-site from where served)
2011,12,North Carolina,Salmonella enterica,Enteritidis,Confirmed,,8,0.0,0.0,,,
2012,7,New York,Scombroid toxin,,Confirmed,Restaurant,2,0.0,0.0,tuna burger,"fish, tuna",Sit-down dining
2012,7,New York,Norovirus Genogroup II,,Confirmed,Restaurant,19,0.0,0.0,,,Sit-down dining
2012,7,New York,,,,Restaurant,3,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,6,New York,Scombroid toxin,,Confirmed,Restaurant,2,0.0,0.0,"fish, tuna, spicy roll",tuna,Sit-down dining
2012,3,Arizona,Norovirus Genogroup II,,Confirmed,Restaurant,8,0.0,0.0,,,Sit-down dining
2012,7,Rhode Island,,,,Restaurant,2,0.0,0.0,,,Sit-down dining
2012,6,Ohio,Norovirus Genogroup I,GI_7,Confirmed,Caterer,15,0.0,0.0,,,(food prepared off-site from where served)
2012,1,Georgia,,,,Restaurant,7,0.0,0.0,,,Sit-down dining
2011,6,Puerto Rico,,,,Restaurant,3,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,7,Ohio,Campylobacter jejuni; Campylobacter unknown,,Suspected; Confirmed,Caterer,21,1.0,0.0,,,(food prepared off-site from where served)
2012,6,Vermont,Salmonella enterica,Enteritidis,Confirmed,,11,3.0,0.0,,,
2012,7,New York,,,,Restaurant,4,0.0,0.0,,,Sit-down dining
2011,7,Maryland,,,,Restaurant,9,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter); Private home/residence; Grocery store"
2012,6,Minnesota,Salmonella enterica,Montevideo,Confirmed,Restaurant,11,4.0,0.0,,,Sit-down dining
2012,2,Nevada,Norovirus Genogroup II,,Confirmed,Child,54,0.0,0.0,,,day care
2012,7,Ohio,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private,77,14.0,1.0,,,home/residence; Other
2012,3,Arizona,,,,Restaurant,2,0.0,0.0,,,Sit-down dining
2012,3,Arizona,,,,Restaurant,2,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,7,Georgia,Norovirus Genogroup II,,Suspected,Restaurant,5,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,4,Georgia,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2012,2,Michigan,,,,Private,6,0.0,0.0,strawberries,strawberries,home/residence; Grocery store
2012,5,Michigan,,,,Restaurant,3,0.0,0.0,,,Sit-down dining
2012,3,Arizona,Norovirus Genogroup II,,Confirmed,Caterer,4,0.0,0.0,,,(food prepared off-site from where served)
2011,5,California,Campylobacter jejuni,,Confirmed,Fair,26,4.0,0.0,,,"festival, other temp or mobile services"
2012,6,Washington,Clostridium perfringens,,Confirmed,Caterer,237,0.0,0.0,,,(food prepared off-site from where served)
2012,7,Iowa,Salmonella enterica,Blockley,Confirmed,,4,1.0,0.0,,,
2012,4,Hawaii,Salmonella enterica,Enteritidis,Confirmed,Restaurant,42,3.0,0.0,,,other or unknown type
2012,5,Michigan,,,,Restaurant,8,0.0,0.0,"chicken, pulled",,"""Fast-food""(drive up service or pay at counter); Caterer (food prepared off-site from where served)"
2011,1,Maryland,Norovirus Genogroup II,GII_4 untypeable,Confirmed,Caterer,93,0.0,0.0,"salad, unspecified; lettuce",leaf lettuce,(food prepared off-site from where served)
2011,11,Maryland,,,,Private,6,0.0,0.0,,,home/residence
2012,6,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,,2,0.0,0.0,"sushi, unspecified; chicken, other",,
2012,3,Arizona,,,,Restaurant,3,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2011,4,Maryland,,,,Private,10,0.0,0.0,"cake, chocolate",,home/residence
2012,5,California,Salmonella enterica,Newport,Confirmed,Private,7,1.0,0.0,,,home/residence; Grocery store
2012,7,Ohio,Norovirus Genogroup I,GI_6,Suspected,Restaurant,3,0.0,0.0,,,other or unknown type
2012,7,Ohio,Campylobacter unknown,,Confirmed,Caterer,24,1.0,0.0,,,(food prepared off-site from where served)
2012,7,Minnesota,Salmonella enterica,Enteritidis,Confirmed,Restaurant,2,0.0,0.0,eggs,egg,Sit-down dining
2012,4,Arizona,Norovirus Genogroup II; Other - Bacterium,,Suspected; Suspected,Restaurant,2,0.0,0.0,,,Sit-down dining
2012,4,Utah,Norovirus,,Confirmed,,35,0.0,0.0,,,
2012,1,California,,,,Restaurant,2,0.0,0.0,burrito (bean & cheese),,Sit-down dining
2012,5,California,Campylobacter unknown,,Confirmed,Prison/jail,6,0.0,0.0,,,
2012,6,Alaska,,,,Restaurant,24,0.0,0.0,fiddle head fern,fiddle head fern,Sit-down dining
2012,7,Michigan,Norovirus Genogroup II,GII_6,Confirmed,Restaurant,244,0.0,0.0,,,Sit-down dining
2012,5,Maine,Salmonella enterica,Enteritidis,Confirmed,Restaurant,14,0.0,0.0,,,Sit-down dining
2012,7,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant,9,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2011,2,Multistate,Salmonella enterica,Panama,Confirmed,Private,20,3.0,0.0,cantaloupe,,home/residence
2012,4,Arizona,,,,Restaurant,2,0.0,0.0,,,Sit-down dining
2012,4,Arizona,,,,Restaurant,5,0.0,0.0,,,Sit-down dining
2012,6,Pennsylvania,Norovirus,,Suspected,Restaurant,9,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,7,Pennsylvania,Campylobacter jejuni,,Confirmed,Other,3,0.0,0.0,"milk, whole milk unpasteurized",,
2012,5,Arizona,Norovirus Genogroup I,,Confirmed,Private,7,0.0,0.0,,,home/residence
2012,7,Rhode Island,,,,Caterer,10,0.0,0.0,frosting/icing,,(food prepared off-site from where served)
2011,1,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery,14,3.0,0.0,"deli meat, bologna",beef,store
2012,7,Ohio,Campylobacter unknown; Campylobacter jejuni,,Confirmed; Suspected,Caterer,51,2.0,0.0,fruit salad,,(food prepared off-site from where served)
2012,5,Arizona,,,,Restaurant,6,0.0,0.0,,,Sit-down dining
2012,5,Arizona,Norovirus Genogroup I,,Confirmed,Office/indoor,2,0.0,0.0,,,workplace
2012,7,Virginia,Histamine,,Confirmed,Restaurant,7,0.0,0.0,"tuna, raw; tuna, raw",tuna; tuna,Sit-down dining
2012,4,Wisconsin,Clostridium perfringens,,Confirmed,Restaurant,7,0.0,0.0,refried beans and rice,,Sit-down dining
2011,1,Multistate,Salmonella enterica,Agona,Confirmed,Private,106,10.0,0.0,papaya,,home/residence
2012,5,Arizona,Norovirus Genogroup II,,Suspected,Restaurant,11,0.0,0.0,,,Sit-down dining
2012,6,Arizona,Norovirus Genogroup I,,Confirmed,Restaurant,3,0.0,0.0,,,Sit-down dining
2012,7,Florida,Vibrio parahaemolyticus,,Suspected,Private,3,1.0,0.0,oysters,oysters,home/residence
2012,7,Florida,Scombroid toxin,,Confirmed,Other,3,0.0,0.0,,,
2012,6,Arizona,,,,Restaurant,3,0.0,0.0,,,Sit-down dining
2012,6,Arizona,Norovirus Genogroup II,,Confirmed,Restaurant,4,0.0,0.0,,,Sit-down dining
2012,6,Pennsylvania,Salmonella enterica,Newport,Confirmed,Restaurant,102,36.0,0.0,"tomato, unspecified",,Sit-down dining; Caterer (food prepared off-site from where served)
2012,5,California,Campylobacter jejuni,,Confirmed,Unknown,12,0.0,0.0,,,
2012,6,California,Vibrio parahaemolyticus,,Confirmed,Restaurant,5,0.0,0.0,"oysters, raw",oysters,Sit-down dining
2012,6,Washington,Salmonella enterica,Newport,Confirmed,Restaurant,14,,,,,Sit-down dining
2012,4,California,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant,12,1.0,0.0,vegetable-based salads unspecified,lettuce,Sit-down dining
2012,4,Tennessee,,,,Restaurant,3,0.0,0.0,,,Sit-down dining
2012,5,Tennessee,Salmonella enterica,Heidelberg,Confirmed,,16,5.0,0.0,"pork, bbq",,
2012,6,Tennessee,Campylobacter unknown,,Suspected,Restaurant,15,0.0,0.0,"salad, unspecified",,"""Fast-food""(drive up service or pay at counter)"
2012,6,Tennessee,Salmonella enterica,Enteritidis,Confirmed,Restaurant,12,1.0,0.0,eggs,,Sit-down dining
2012,7,Tennessee,Salmonella enterica,Newport,Confirmed,Fair,27,1.0,0.0,"pork, bbq",,"festival, other temp or mobile services"
2012,8,Ohio,Norovirus,,Suspected,Caterer,22,0.0,0.0,,,(food prepared off-site from where served)
2012,7,Illinois,Salmonella enterica,Wimborne,Confirmed,Restaurant,2,1.0,0.0,,,Sit-down dining
2012,7,Minnesota,Campylobacter jejuni,,Confirmed,Private,8,0.0,0.0,,,home/residence
2012,7,Illinois,Salmonella enterica,Agona,Confirmed,Private,10,0.0,0.0,,,home/residence; Caterer (food prepared off-site from where served)
2012,8,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant,10,0.0,0.0,,,Sit-down dining
2012,8,Ohio,Norovirus,,Suspected,Private,10,0.0,0.0,,,home/residence
2012,6,Florida,,,,Restaurant,6,0.0,0.0,milkshake,,Sit-down dining
2012,3,Arizona,Clostridium perfringens,,Confirmed,Caterer,66,1.0,0.0,"beef, bbq",,(food prepared off-site from where served)
2012,8,Ohio,Norovirus,,Suspected,Restaurant,2,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter); Private home/residence"
2012,8,Connecticut,Norovirus Genogroup II,,Suspected,Restaurant,5,0.0,0.0,,,Sit-down dining
2012,8,Louisiana,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,2.0,0.0,beef,,
2012,8,Ohio,Campylobacter unknown,,Suspected,Private,4,0.0,0.0,,,home/residence
2012,7,Washington,Norovirus,,Suspected,Restaurant,8,0.0,0.0,,,Sit-down dining
2012,8,Minnesota,Salmonella enterica,,Confirmed,Other,5,1.0,0.0,turkey jerky,turkey,
2012,7,Massachusetts,Vibrio parahaemolyticus,,Confirmed,Restaurant,2,2.0,0.0,"oysters, raw",,Sit-down dining
2012,3,Massachusetts,Salmonella enterica,Enteritidis,Confirmed,Restaurant,23,4.0,0.0,"sandwich, chicken salad; grilled chicken salad",,Sit-down dining
2012,6,Michigan,,,,Private,18,0.0,0.0,chicken salad,,home/residence; Banquet Facility (food prepared and served on-site)
2012,7,North Dakota,,,,Hospital,66,0.0,0.0,lasagna,,
2012,6,Iowa,Campylobacter jejuni,,Confirmed,Caterer,3,1.0,0.0,,,(food prepared off-site from where served)
2012,5,Hawaii,Salmonella enterica,Enteritidis,Confirmed,Caterer,63,5.0,,,,(food prepared off-site from where served)
2012,5,Florida,Clostridium perfringens,,Suspected,Caterer,11,0.0,0.0,"pork, bbq",n/a,(food prepared off-site from where served)
2012,4,Massachusetts,Salmonella enterica,Enteritidis,Confirmed,Restaurant,18,7.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,8,Minnesota,Norovirus Genogroup II,,Suspected,Restaurant,8,0.0,0.0,potatoes,,Sit-down dining
2012,8,Minnesota,Salmonella enterica,Enteritidis,Confirmed,Private,24,2.0,0.0,"beef, raw",ground beef,home/residence
2012,3,California,Campylobacter jejuni,,Confirmed,,11,0.0,0.0,"chicken, other",,
2012,6,Tennessee,,,,Unknown,48,0.0,0.0,"sandwich, ham/cheese; macaroni and cheese; pork, bbq",,
2012,6,Oregon,Norovirus Genogroup II,,Confirmed,Restaurant,7,,,,,Sit-down dining
2012,7,Oregon,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,Banquet,27,1.0,0.0,coleslaw; pulled pork sandwiches,,Facility (food prepared and served on-site)
2012,8,Oregon,Norovirus Genogroup II,GII_1,Confirmed,Caterer,18,0.0,,,,(food prepared off-site from where served)
2012,9,Illinois,Norovirus Genogroup I,,Suspected,Restaurant,4,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,7,South Dakota,Clostridium perfringens,,Confirmed,Caterer,32,0.0,0.0,pork,,(food prepared off-site from where served)
2012,1,Wisconsin,Norovirus Genogroup II,unknown,Suspected,Long-term,11,0.0,0.0,,,care/nursing home/assisted living facility
2012,6,Massachusetts,Salmonella enterica,Bareilly,Confirmed,Restaurant,9,1.0,0.0,,,Sit-down dining
2012,8,New York,Norovirus Genogroup II,other,Confirmed,Private,22,0.0,0.0,potato-macaroni salad,,home/residence
2012,9,Illinois,Norovirus Genogroup II,,Suspected,Restaurant,16,0.0,0.0,,,Sit-down dining
2011,4,Multistate,Salmonella enterica,Heidelberg,Confirmed,Private,190,30.0,0.0,"liver, chicken","liver, chicken",home/residence; Grocery store; Long-term care/nursing home/assisted living facility; School/college/university
2012,3,Colorado,,,,Restaurant,22,0.0,0.0,,,Sit-down dining
2012,4,Colorado,Clostridium perfringens,,Suspected,Caterer,37,0.0,0.0,"gravy, beef","beef; gravy, beef",(food prepared off-site from where served)
2012,6,Colorado,Norovirus unknown,,Suspected,Restaurant,15,0.0,0.0,,,Sit-down dining
2012,5,Colorado,Salmonella enterica,Brandenburg,Confirmed,Restaurant,5,0.0,0.0,,,Sit-down dining
2012,5,Arizona,,,,Restaurant,3,,,,,Sit-down dining
2011,10,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery,60,35.0,0.0,"romaine lettuce, unspecified",,store; School/college/university
2012,8,Maryland,Vibrio parahaemolyticus,,Confirmed,Restaurant,6,0.0,0.0,,,Sit-down dining
2011,10,Multistate,Salmonella enterica,Typhimurium var Cope,Confirmed,Private,20,8.0,0.0,ground beef,ground beef,home/residence
2012,8,Ohio,Campylobacter jejuni,,Confirmed,Private,2,0.0,0.0,"milk, whole milk unpasteurized",,home/residence
2012,8,Ohio,Campylobacter unknown,,Suspected,Private,4,0.0,0.0,"milk, whole milk unpasteurized",,home/residence
2012,5,Arizona,Norovirus Genogroup II,,Suspected,,2,0.0,0.0,,,
2012,8,Massachusetts,Listeria monocytogenes,,Confirmed,Restaurant,3,3.0,0.0,,,Sit-down dining
2012,6,Michigan,,,,Restaurant,4,0.0,0.0,,,Sit-down dining
2012,7,Illinois,,,,Restaurant,2,1.0,0.0,,,Sit-down dining
2012,3,Massachusetts,,,,Other,84,0.0,0.0,,,
2010,12,Florida,Norovirus Genogroup II,,Confirmed,Restaurant,27,0.0,0.0,,,Sit-down dining
2012,5,Iowa,Salmonella enterica,Thompson,Confirmed,,6,1.0,0.0,,,
2012,3,Texas,,,,,10,,,,,
2012,9,Ohio,Norovirus Genogroup II,GII_1,Confirmed,Caterer,4,0.0,0.0,,,(food prepared off-site from where served)
2012,9,Ohio,Norovirus Genogroup II,GII_1,Confirmed,Banquet,37,2.0,0.0,"iceberg lettuce, unspecified",lettuce,Facility (food prepared and served on-site)
2012,8,Tennessee,Clostridium perfringens,,Confirmed,Restaurant,13,0.0,0.0,,,Sit-down dining
2012,8,Arizona,,,,,5,0.0,0.0,,,
2011,7,New York,Salmonella enterica,Newport,Confirmed,Unknown,10,3.0,0.0,tomatoes,tomato,
2012,9,Minnesota,Scombroid toxin,,Confirmed,Restaurant,2,0.0,0.0,tuna steak,tuna,Sit-down dining
2011,8,California,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,5,3.0,0.0,raw milk,,
2012,8,California,Scombroid toxin,,Confirmed,Restaurant,3,0.0,0.0,tuna burger,tuna,other or unknown type
2012,7,California,Scombroid toxin,,Confirmed,Restaurant,5,0.0,0.0,"fish, tuna, spicy roll",tuna,Sit-down dining
2012,9,Minnesota,Norovirus,,Confirmed,Restaurant,13,0.0,0.0,"cheese, unspecified","cheese, unspecified","""Fast-food""(drive up service or pay at counter)"
2012,6,California,,,,Restaurant,7,0.0,0.0,,,Sit-down dining; Private home/residence; Grocery store
2012,5,Wisconsin,Norovirus Genogroup I,GI_6,Confirmed,Restaurant,6,0.0,0.0,,,Sit-down dining
2012,8,Colorado,,,,Restaurant,2,0.0,0.0,,,"""Fast-food""(drive up service or pay at counter)"
2012,8,Colorado,,,,Restaurant,2,0.0,0.0,,,Sit-down dining
2012,5,Utah,Campylobacter jejuni,,Confirmed,,7,0.0,0.0,,,
2012,9,Ohio,Norovirus,,Suspected,Restaurant,11,0.0,0.0,,,Sit-down dining
2012,9,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant,14,1.0,0.0,"sandwich, unspecified",,Sit-down dining
2012,9,Illinois,Norovirus Genogroup II,,Confirmed,Caterer,22,0.0,0.0,tomatoes; onions,,(food prepared off-site from where served)
2012,8,Illinois,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant,17,1.0,0.0,,,Sit-down dining
2012,9,Illinois,Norovirus Genogroup II; Norovirus Genogroup II,GII_4 New Orleans (2009); GII_4 New Orleans (2009),Confirmed; Confirmed,Restaurant,45,0.0,0.0,,,Sit-down dining
